Text,Category
"অভিজ্ঞতার ঝুঁড়িটা দীর্ঘ হচ্ছে প্রতিনিয়ত,আর কিছু অপ্রিয় সত্য ও সামনে আসছে নতুন করে।স্মৃতিগুলা অাছে বলেই জীবনটা এতোটা প্রাণবন্ত লাগে।এমনই চলতে থাকুক অনন্তকাল..........",ranoAG
"আমরা সমাজের অনেক নামিদামী লোক বাস করি যারা এসকল শ্রমিকদের মূল্য দেই না,অথচ নিজ বাড়ির বাথরুমের কাজটা ওনাদের ছাড়া অচল",ranoAG
"কেমন লেগেছিল একথার যদি উত্তর দিতে হয় তবে বলতে হবে যে এই পৃথিবীতে যত বড় সিনেমা তৈরি করা হোক না কেন সেটা টাইটানিক সিনেমার সমতুল্য কখনই হতে পারবে না, হ্যা বর্তমান সিনেমা অনেক অনেক এগিয়ে কিন্তু টাইটানিক ইজ টাইটানিক ।টাইটানিক হল আমাদের পৃথিবীর একটা ইতিহাস। আমি ছোট বেলায় মা বাবার মুখে টাইটানিক সিনেমার নাম শুনেছি আমার পরের প্রজন্ম আমাদের মুখে শুনে এই সিনেমাটি দেখবে। এটা যুগ যুগ ধরে আমাদের একটা ইতিহাস বহন করে নিয়ে যাচ্ছে।  ধন্যবাদ জেমস ক্যামেরুন।",ranoAG
দেশের কোন কাজে মানবিকতার বালাই নেই বললে চলে। যেহেতু বেশ আর কম সব চেয়ারে স্বার্থপর নিমগ হারামারা বসে আছে!!!,ranoAG
"আজ গরীব বলেই তার এই অবস্থা। এ দেশে গরীব মানুষকে মানুষী মনে করা হয় না। তাদের দিয়ে সব করানো যায়। আর গরীব মানুষগুলারাও কোন উপায় নাই, পেটের দায়ে অনেক কিছুই করতে হয়।",ranoAG
"পায়জামার পকেট নাই ঠিকআছে, কিন্তু পুলিশ চাইলে যে কোনো রাস্তা (শরীরের) দিয়া বডির ভিতরেও ইয়াবা ঢুকায়া দিবার পারে। হেইডার সলিউশন কি ?",ranoAG
খুবই রিস্কি এ কাজ। সর্তক হয়ে সাবধানে থেকে এ কাজ করা উচিৎ।,ranoAG
"জীবনের নিরাপত্তা দিতে হবে,উন্নত প্রযুক্তি ব্যবহার করতে হবে।",ranoAG
আমরা এদের ধিক্কার জানাই।সমাজ এদের দুরে সরিয়ে রাখে,ranoAG
"বেঁচে থাকার কি ব্যাবস্থা, সে বিষয়ে যদি একটু আলোকপাত করতেন।",ranoAG
